Filename;ActivityName;Location;ReferenceProduct
ee5de3c6-6c7d-41db-a935-b70eabac55f4_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from diammonium phosphate;CN;inorganic phosphorus fertiliser, as P2O5
ee630d85-fab6-4fcb-987b-1ca54cd33d2d_33a2a10c-d509-4fbb-beac-594f370b239e.spold;market for lithium brine, 6.7 % Li;GLO;lithium brine, 6.7 % Li
ee68780e-8ec9-4b8f-9f83-d85488caf76c_01211f39-f29c-4c55-9918-1e6bc2386ae4.spold;impact extrusion of steel, warm, 2 strokes;RoW;impact extrusion of steel, warm, 2 strokes
ee6a502a-0fa6-475e-ba2d-cc0a686087ab_c16db903-a356-4c17-9775-1ce1c4aa4e0b.spold;bromine production;RER;bromine
ee6b9efc-2af1-48c6-ad52-90397d35648e_5819c006-2162-4984-b821-924282b1309d.spold;heat and power co-generation unit construction, 50kW electrical, common components for heat+electricity;RoW;heat and power co-generation unit, 50kW electrical, common components for heat+electricity
ee6ecc92-b92b-4c12-8e07-b137e08c0612_b7e17d7a-3e05-524d-a27f-487a86f78949.spold;morpholine production;GLO;morpholine
ee76b2b4-ab20-4dbe-ae82-3cd65f798c7e_237b35c6-69e1-49c4-8e99-0be6c1b1806e.spold;market for lead;GLO;lead
ee7e0343-5417-41a3-9171-ccd5208116f0_76ab0018-e176-43e0-b42c-12e82b937fef.spold;cement production, alternative constituents 6-20%;Europe without Switzerland;hard coal ash
ee7f4db1-cc45-4869-b5c8-f5b99314e4b3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 2.3MW turbine, precast concrete tower, onshore;CA-QC;electricity, high voltage
ee7f71ff-5a75-4750-8309-dd32d07d4951_08b50381-c9ae-49ae-b279-5495b9f8f14a.spold;operation, computer, desktop, with liquid crystal display, office use;Europe without Switzerland;operation, computer, desktop, office use
ee803034-e806-4d52-a595-3a1d4da70142_e8314641-35c6-40ef-a98c-182bcd6a0b30.spold;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, freezing
ee8317e9-f602-4575-8133-890ad972ec41_a7abd72a-4d9c-4f99-abfc-3de79d425a96.spold;treatment of wood ash mixture, pure, landfarming;RoW;wood ash mixture, pure
ee841b55-9cf0-4421-85d5-24a6a54005a2_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;AU;electricity, low voltage
ee8cf979-1d56-45f1-8c67-ee255128fd18_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from TZ;KE;electricity, high voltage
ee935e63-dc3f-4a68-94c2-3b5ff7805e83_f9895e44-5657-47fc-8eec-a4985e2bce2e.spold;market for transport, freight, lorry 16-32 metric ton, EURO3;BR;transport, freight, lorry 16-32 metric ton, EURO3
ee947d9f-6121-4c7f-8482-f744b99a3b9c_2a88d06a-8d72-483a-b47c-04b4a7c95b09.spold;operation, dried roughage store, cold-air dried, conventional;RoW;operation, dried roughage store, cold-air dried, conventional
ee95ac78-ca6a-4a5d-9abc-28185172dfdd_45b74fc8-b5f3-4319-bcb1-76ba157b0ed4.spold;transport, tram;CH;transport, tram
ee9c968b-f5ee-49c6-b292-797268711e84_f86bd437-bfa8-49e3-8510-2645851808a8.spold;oat grain, feed production;RoW;oat grain, feed
ee9d6c3b-7ed9-4934-96d4-80b68836adb5_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;CN-CSG;electricity, medium voltage
ee9fcddc-d535-480b-943e-3ec8f0c6a17a_6d153080-c3aa-473e-8c78-9bd46e07ee4e.spold;electricity production, high voltage, for Swiss Federal Railways;CH;electricity, high voltage, for Swiss Federal Railways
ee9fd950-c9dd-4ce7-b66b-1b7df82681f4_325592d0-d9d7-4d62-8cb4-b58761da37d7.spold;laser machining, metal, with YAG-laser, 50W power;RER;laser machining, metal, with YAG-laser, 50W power
eea265f6-eafc-5d8f-91cf-364dc010a3d5_6a5c8503-639b-4251-988b-07548f7d658c.spold;computer production, laptop;GLO;computer, laptop
eea608cb-1aa9-4975-9820-193bae9f4d8b_2b352195-5da6-4bdc-abf5-42f535534d60.spold;market for thionyl chloride;RER;thionyl chloride
eeb1ceab-6a70-48f8-8be1-748ab97a47f2_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;IN-Northern grid;electricity, high voltage
eeb761b0-9024-4202-bacb-630088989e27_de7b41e1-9d0d-4730-9140-5261558c1c6a.spold;wood preservation, spray tunnel/deluging, solvent-based preservative, indoor use, dry;RER;wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, dry
eebecd55-cefc-4d0f-97db-517518228143_27da8130-82ba-485c-a800-b89efdcb0491.spold;treatment of municipal solid waste, incineration;DE;municipal solid waste
eebecd55-cefc-4d0f-97db-517518228143_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of municipal solid waste, incineration;DE;heat, for reuse in municipal waste incineration only
eebecd55-cefc-4d0f-97db-517518228143_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of municipal solid waste, incineration;DE;electricity, for reuse in municipal waste incineration only
eec46e97-5849-45c8-8cb9-bf61a2f891e4_1692f537-b2ad-4143-bea3-226fc2fe9cf5.spold;market for wind turbine, 2MW, onshore;GLO;wind turbine, 2MW, onshore
eec4c72e-084e-4af5-9ec7-e379890fce08_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;AR;electricity, high voltage
eeca5e82-891d-45a0-bc82-38ac4e793023_e5208079-1561-4537-a1f8-863db2702d0f.spold;treatment of hazardous waste, hazardous waste incineration;Europe without Switzerland;hazardous waste, for incineration
eed0f1ac-6aad-408d-bd8b-a15b16cab38f_4bd0ac5a-1248-4c82-8dc6-a6fc31a9ec12.spold;green manure growing, organic, until February;CH;green manure, organic, until February
eedb329d-52c5-4cdd-88a0-c6da3578fe9a_835bdfad-fd13-49d2-997f-ed7a5652f61f.spold;coconut husk, Recycled Content cut-off;GLO;coconut husk
eee7f298-8faa-412e-a8d3-6120adc8be66_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6.spold;market for light fuel oil;RoW;light fuel oil
eee83220-e73a-4dc0-a345-54a48f90a0bd_c5299a8e-d4b4-409c-9826-e8ae9e37c03d.spold;market for cement, Portland;CH;cement, Portland
eef40495-3faa-49f9-84a8-cc36a6bef528_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, open dump, hyperarid infiltration class (-250mm);GLO;waste polyethylene terephthalate
eef5b93b-5f37-4486-b7ab-dd32238a31e3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;SE;electricity, high voltage
eef5ddd7-c45a-4e96-bcb7-9a915508f91d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-HICC;electricity, high voltage
eef5ddd7-c45a-4e96-bcb7-9a915508f91d_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;US-HICC;heat, district or industrial, other than natural gas
eef7a988-a88d-4799-b814-5ed8cd4014cc_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;BR-GO;land tenure, arable land, measured as carbon net primary productivity, annual crop
eef984b0-6aa9-4463-9a43-02cdec3a87e9_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;TR;electricity, high voltage
eef984b0-6aa9-4463-9a43-02cdec3a87e9_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW;TR;heat, district or industrial, other than natural gas
eefd4587-52a6-4408-9785-296def6a0d93_b38b6557-fb95-4f02-820c-2902c294998e.spold;acetyl chloride production;RoW;acetyl chloride
eefd8c21-8bd8-4190-8073-b9de84413e36_d51e2ebb-24d6-4e5e-b1cb-edc92d8126eb.spold;market for layered sodium silicate, SKS-6, powder;GLO;layered sodium silicate, SKS-6, powder
eeff3ecc-f001-4a28-ba27-dc6872409365_6af79823-cba0-4b75-96eb-e7c161eed14e.spold;nylon 6 production, glass-filled;RER;nylon 6, glass-filled
ef003a92-528e-4a14-8a5f-66087839534b_42193bba-bf84-4490-8c69-b6e23048e73d.spold;coffee green bean production, arabica;RoW;coffee, green bean
ef040f2f-f685-429f-9a45-26b1829848c7_bb318197-ca77-4ac1-aaac-338aa99a3fda.spold;cast iron milling, average;RoW;cast iron removed by milling, average
ef0af4df-1e9b-4ece-aa12-c44aa796fc86_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, alpine region;CL;electricity, high voltage
ef0cf9db-795c-441c-a4ef-c35b24d48ed9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;SE;electricity, high voltage
ef17dfef-692b-4308-8baa-b8c9ab1d2253_ab75f8c2-4cc6-48da-b71b-2a7da2986b39.spold;market for operation, housing system, cattle, loose, per animal unit;GLO;operation, housing system, cattle, loose, per animal unit
ef19324d-34f8-4251-8d47-970629d19a19_51981001-f60a-4dce-ae66-c0aeef64015e.spold;market for bamboo culm;PH;bamboo culm
ef1ad094-2a52-4f54-b3b5-71a914e9c30b_10f4accf-542d-4baa-a43d-94e16780c1c3.spold;market for yarn, jute;GLO;yarn, jute
ef1c20a7-e653-4438-9ef5-895975a3ebc0_dba2f627-2df2-4bba-97dd-e6caf0c94edf.spold;market for cement, pozzolana and fly ash 11-35%;CH;cement, pozzolana and fly ash 11-35%
ef1cb6e4-e026-4445-a810-771079a40fe3_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;land already in use, perennial cropland to pasture, man made;BR-AP;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
ef328e33-0e13-44a4-bc20-8dc0f6ae5ad9_c20ffcb8-2b8f-47e7-a7b7-716b4f1446de.spold;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, cooling
ef3401b5-8bbd-42c0-a93d-265246bd12d5_906b050f-69fc-4c54-9069-e8672a669b10.spold;market for lightweight concrete block, pumice;RoW;lightweight concrete block, pumice
ef3c3b48-66d9-47eb-b725-d7f71019fd86_6a94ce53-731b-431e-8a2d-2c442447c5bb.spold;market for furnace, logs, average storage area, 30kW;GLO;furnace, logs, average storage area, 30kW
ef3e6b7c-5664-4e98-8547-c5fb90dea155_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;market for waste polystyrene;XK;waste polystyrene
ef40b0b3-9513-4269-97dd-1623cb83621f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, hydro, run-of-river, import from France;CH;electricity, high voltage
ef41aa9e-d3fa-48ba-92a9-dba84f4deda3_1adc665e-bf97-4113-a2bf-567f6c781504.spold;market for coconut, dehusked;GLO;coconut, dehusked
ef4323bf-03c9-4c38-9804-0056bf653011_172acea4-6658-44ee-a07f-023f3fcbc1af.spold;cement production, blast furnace slag 18-30% and 18-30% other alternative constituents;RoW;cement, blast furnace slag 18-30% and 18-30% other alternative constituents
ef432b61-68f7-42f4-a344-a7e838e74705_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;RO;electricity, high voltage
ef45c95f-2a13-47a5-9103-2a9c910d1620_3f129a8d-b343-4961-96de-32c8a6d0383a.spold;basic oxygen furnace secondary metallurgy slag, for recovery, Recycled Content cut-off;GLO;basic oxygen furnace secondary metallurgy slag, for recovery
ef49af3b-463e-469f-bd02-236af71992ad_05eee2a3-27c1-40ea-8236-75a2407a0ba8.spold;market for inverter, for electric passenger car;GLO;inverter, for electric passenger car
ef4bdc89-85b4-5419-9551-b974a7c29e51_135a0add-c182-4582-9343-dfdbda7fc0c1.spold;scandium oxide production, from rare earth tailings;CN-NM;fluorspar, 97% purity
ef4bdc89-85b4-5419-9551-b974a7c29e51_3861f979-d753-5af1-81c6-54a5cb1fdd88.spold;scandium oxide production, from rare earth tailings;CN-NM;scandium oxide
ef4bdc89-85b4-5419-9551-b974a7c29e51_539dc0e7-1de1-401c-8a32-b92b00e63abd.spold;scandium oxide production, from rare earth tailings;CN-NM;pyrochlore concentrate
ef4bdc89-85b4-5419-9551-b974a7c29e51_beb1b4ef-e2ad-40e3-934f-10a2c0006eed.spold;scandium oxide production, from rare earth tailings;CN-NM;rare earth oxide concentrate, 50% REO
ef4bdc89-85b4-5419-9551-b974a7c29e51_cb262c3c-a7c7-4781-82e6-e1e90dd92b65.spold;scandium oxide production, from rare earth tailings;CN-NM;iron ore concentrate
ef4bdc89-85b4-5419-9551-b974a7c29e51_fe8e025f-14c8-4abd-86df-1797ab26d3db.spold;scandium oxide production, from rare earth tailings;CN-NM;sulfur
ef500434-cb57-4aaa-9eb3-a7abdc6a062f_6fe4040b-39c7-4d58-b95b-6ee1de4aedb3.spold;market for clay pit infrastructure;GLO;clay pit infrastructure
ef55850a-9839-4d31-8730-79179d45eccc_7338d72b-9db1-44cd-9047-ad82aa557730.spold;styrene-acrylonitrile copolymer production;RER;styrene-acrylonitrile copolymer
ef5a940d-38fc-499d-8ca5-2cedc527596b_6854fd9d-b189-4677-b55f-45c52bec224e.spold;market for catalytic converter, selective catalytic reduction, 200 litre;GLO;catalytic converter, selective catalytic reduction, 200 litre
ef5b0a93-6b77-4b7f-8aea-9d9d0da9a828_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-AM;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
ef5c02ed-9c29-45f0-bb9c-926af675db1b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;LU;electricity, high voltage
ef5c7e79-47a8-4ec8-bb47-d930ea6ecbe0_cf8c95e1-aa88-4d23-9d83-065a935387d3.spold;limestone quarry operation;CH;limestone, unprocessed
ef5df0eb-fe1a-4125-a58f-19cfd8aa7801_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from ID;MY;electricity, high voltage
ef6112a0-9049-4027-a932-685cbf688b32_102d2161-b570-42cd-b646-1c44e47d23c5.spold;market for glass fibre;GLO;glass fibre
ef6a6163-c7a3-42fb-a8d8-37f529229efa_76730140-7a50-4f70-9149-14955181310e.spold;paper mill construction, integrated;RoW;paper mill, integrated
ef6fabab-7c40-4650-b2ad-9b98f9085dc9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor, heavy water moderated;JP;electricity, high voltage
ef728e30-b766-45e7-b99a-fdd4f32a923b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from SA;BH;electricity, high voltage
ef72ed83-06f0-42f5-a837-2690c72c57a4_a4f0ee0e-89aa-4754-964c-b950034eb2a1.spold;glazing production, double, U<1.1 W/m2K;RoW;glazing, double, U<1.1 W/m2K
ef730e07-82a4-4711-8b2a-49b6ecc8c6b5_80df7587-0686-45b1-af7c-38ee267c2525.spold;rape seed production, organic;CH;rape seed, organic
ef7b861b-29df-458c-b138-3fd554a7c1f6_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of waste paint, hazardous waste incineration, with energy recovery;Europe without Switzerland;heat, for reuse in municipal waste incineration only
ef7b861b-29df-458c-b138-3fd554a7c1f6_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of waste paint, hazardous waste incineration, with energy recovery;Europe without Switzerland;electricity, for reuse in municipal waste incineration only
ef7b861b-29df-458c-b138-3fd554a7c1f6_cee6769c-ac58-45d5-9597-de2569031d74.spold;treatment of waste paint, hazardous waste incineration, with energy recovery;Europe without Switzerland;waste paint
ef7c2b62-d398-4cca-9ee4-050acdcb1c95_22df1429-91c9-4d1e-a289-1deec0adc66d.spold;sugarcane processing, traditional annexed plant;BR;bagasse, from sugarcane
ef7c2b62-d398-4cca-9ee4-050acdcb1c95_508155f4-0601-4a0b-be0f-9ac7d558605a.spold;sugarcane processing, traditional annexed plant;BR;ethanol, without water, in 99.7% solution state, from fermentation
ef7c2b62-d398-4cca-9ee4-050acdcb1c95_601aa448-72b2-4c2c-a05a-e185516d62a1.spold;sugarcane processing, traditional annexed plant;BR;sugar, from sugarcane
ef7c2b62-d398-4cca-9ee4-050acdcb1c95_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e.spold;sugarcane processing, traditional annexed plant;BR;ethanol, without water, in 95% solution state, from fermentation
ef8524b2-474d-4dc0-a3d2-9d2d2a13afa0_692bfb68-02ed-4bde-9818-8c946d713c42.spold;polyethylene pipe production, DN 200, SDR 41;RoW;polyethylene pipe, DN 200, SDR 41
ef89bff5-b6f1-4ab8-bd2e-26cbb68d496b_596ca18d-28a7-46db-bf11-2064b03879d2.spold;market for pineapple;GLO;pineapple
ef89f2a6-d3c9-4fa1-a87f-e8d7d13450f0_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;US-HICC;electricity, high voltage
ef8d81a8-f06a-4a67-aeb4-a8248fa359fc_18eadf40-089b-441a-b868-5d07e9449992.spold;water works construction, capacity 1.1E10l/year, microstrainer treatment;CA-QC;water works, capacity 1.1E10l/year
ef8f1d80-f8df-4857-b100-285c6031ccbc_1603f6f1-73ff-47f5-a984-e8c1f888400b.spold;market for lorry, 16 metric ton;RoW;lorry, 16 metric ton
ef94a8f0-32bd-45fb-a3d0-8dc7e0038c98_f18ec5cb-751d-4d1b-8699-7130c830c577.spold;market for spiral-seam duct, steel, DN 125;GLO;spiral-seam duct, steel, DN 125
ef9a6084-24e2-44be-9607-9d4c86c23bdb_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;TZ;electricity, high voltage
ef9a6084-24e2-44be-9607-9d4c86c23bdb_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW;TZ;heat, district or industrial, other than natural gas
ef9aab50-d712-4f3b-a677-7fb47f17c48d_7c07ff4e-f03c-57a6-beee-7d6c2867b75f.spold;rare earth oxides production, from rare earth oxide concentrate, 70% REO;CN-SC;europium oxide
efa143ef-5427-4738-a088-9fdd65345a97_daca7a28-505a-4cc4-8b6a-7d470261f58a.spold;lactic acid production;RoW;lactic acid
efa6ab7d-499f-49eb-85b5-d2fc1cc9d6a8_7e9077e8-7bbc-44c4-9759-62526ff34d47.spold;market for concrete, 20MPa;RNA;concrete, 20MPa
efa97332-9a46-4f8a-a37e-a956b6e37174_36c05836-b139-431a-b6ba-8e36a93b5f83.spold;brass drilling, conventional;RoW;brass removed by drilling, conventional
efa9ef28-e80d-4f54-b43a-2cdd58bdebc5_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;land already in use, annual cropland to forest, intensive;BR-TO;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
efaa2b9e-2d8f-452b-b192-4561c400af2f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;US-WECC;electricity, high voltage
efb05461-3d45-40ee-838f-73b603a6caee_3c9f65eb-b4c8-4c56-a2c1-5a8db94d2ccb.spold;market for tilapia;GLO;tilapia
efb0b95c-83ef-4e43-a4a9-2dbd3830e407_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;deep well drilling, for deep geothermal power;US-HICC;deep well, drilled, for geothermal power
efb5f3af-5640-4e63-9f7f-491f8cdfb540_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from phosphoric acid, fertiliser grade, without water, in 70% solution state;RER;inorganic phosphorus fertiliser, as P2O5
efb6cc5d-b191-4e4f-8aa2-d9ba09d8429e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;TH;land tenure, arable land, measured as carbon net primary productivity, annual crop
efbadbc1-8c8d-43a2-a172-3f596442acba_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CH;electricity, high voltage
efbc26d9-9af6-4cea-bde0-ad0373d1c16e_9eb12779-1ac9-4b9a-8545-3dc3b14761ed.spold;oil storage production, 3000l;RoW;oil storage, 3000l
efbd18c7-351e-48ef-86fa-d91f1e8d014d_ebac5860-dbf9-4748-9563-6e21ace5f14a.spold;portafer production;RoW;portafer
efbd95ab-f637-4a42-be54-c0d2bef2d4a5_19bacec1-aff8-4398-a7bd-d125b48505b7.spold;polyethylene terephthalate production, granulate, bottle grade;RoW;polyethylene terephthalate, granulate, bottle grade
efbfb97d-25e7-40e7-bffe-c19881478619_cfd69796-4047-45c0-bc05-e42817b54435.spold;blower and heat exchange unit production, Avent E 97;RER;blower and heat exchange unit, Avent E 97
efc710df-b2bd-4d3a-9879-0e475766d36c_bb40c6e9-0cb7-4b82-9b90-114a9cd2b725.spold;methacrylic acid production;RER;methacrylic acid
efcb1d7a-e09d-4fe3-9e4b-4c9b64f31a50_cf11031f-462b-48ce-857b-f36ed83e0095.spold;market for printed wiring board, for through-hole mounting, Pb free surface;GLO;printed wiring board, for through-hole mounting, Pb free surface
efcb2903-566f-454d-a1a7-9a5244b23ecf_aecd9597-ca42-49be-b98b-97ab87058f50.spold;tomato seedling production, in unheated greenhouse, for planting;ES;tomato seedling, for planting
efcc1917-bfaf-44e3-9fae-ccede7be27e9_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;market group for heat, central or small-scale, other than natural gas;GLO;heat, central or small-scale, other than natural gas
efd2f176-5a53-4d0b-9a6e-d1380a575610_f1df8dfc-212e-49a2-bfbc-287dc8eb5da3.spold;market for 2,4-dichlorophenol;GLO;2,4-dichlorophenol
efd62f45-27af-461d-b839-2a207d87da27_8d220649-94e4-47e9-8e86-50e7e03c06dc.spold;market for washing machine;GLO;washing machine
efd64669-1f09-42b2-9860-6e1eadb9934f_0083557d-e51d-4a48-9de8-4a57be6b1fa5.spold;board, softwood, raw, air drying to u=20%;Europe without Switzerland;sawnwood, board, softwood, raw, dried (u=20%)
efdee5d5-8758-4555-a65f-376188256e67_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, compressed air energy storage, adiabatic;RER;electricity, high voltage
efdf92a9-5709-44ba-b67e-39056a806172_c5e93711-09a6-4244-9bfd-8bf809246bca.spold;operation, computer, laptop, standby/sleep mode;RoW;operation, computer, laptop, standby/sleep mode
efe42029-093d-474f-8a5e-f45b6576a2c2_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;AE;electricity, high voltage
efe53088-3abe-4300-a519-3b190993d5d5_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, softwood chips from forest, at furnace 1000kW, state-of-the-art 2014;CH;heat, district or industrial, other than natural gas
efe5fe22-f510-4632-989c-d90383bc3980_137e2c15-2e4a-4bf4-a1e4-a630a87b2cb7.spold;beam, hardwood, raw, kiln drying to u=20%;CA-QC;sawnwood, beam, hardwood, raw, dried (u=20%)
efeac56d-0243-4e69-b63d-7d3f9049f0a3_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;DK;electricity, high voltage
efeac56d-0243-4e69-b63d-7d3f9049f0a3_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;DK;heat, central or small-scale, other than natural gas
efed1c4f-163b-4356-98d5-7b663083098c_02dfba07-7533-4d54-a1f3-478ae9314a09.spold;market for onshore well, oil/gas;GLO;onshore well, oil/gas
efed296c-328d-4667-8bbd-dcb37a198801_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CA-BC;electricity, high voltage
efeed47b-c1b8-471f-8561-c34c521d84e1_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;IT;electricity, high voltage
eff4fecf-48f9-485c-a765-7bf6ac55aaf2_0c826417-e870-4c43-95c4-b38ff2ff47d2.spold;excavation, hydraulic digger;RER;excavation, hydraulic digger
eff61f69-13fe-4dce-8a8f-bb851b0c3328_dadc7057-9041-4fae-893c-20aba9725f29.spold;maize grain production;BR-RS;maize grain
effa0e1c-3752-4437-b164-5846507fdc59_8a6adbed-b166-491d-b1f0-cb6be6b350f2.spold;cauliflower production;GLO;cauliflower
effa3245-3ec2-4663-a9d3-d7ca22eae032_42524be0-3cfb-427e-9fdb-1902d83e89e8.spold;building operation, hostel;BR;building operation, hostel
effd7662-16a0-445e-baef-5695a3c39d12_50306184-2a7e-4825-8e5d-fe8e674d1274.spold;market for biowaste;CH;biowaste
effdf4a6-29ee-4e6c-8309-abb14becec49_16136a19-dd80-4dfd-92df-3fb0299cf344.spold;market for maintenance, intermodal shipping container, 45-foot, high-cube;GLO;maintenance, intermodal shipping container, 45-foot, high-cube
efff53b5-6b42-409f-a016-59cc48674494_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from monoammonium phosphate;RER;inorganic nitrogen fertiliser, as N
f0013498-5958-426a-bc81-c42a9717630d_db8488c0-a49f-4550-8bae-f2356ce1de64.spold;potassium sulfate production;RER;potassium sulfate
f001bd79-0192-4db4-93a2-8dd473a6fcf3_e5af955f-8ace-49b6-89b2-60fafd55e9d9.spold;market for landed anchovy by-catch, fresh;GLO;landed anchovy by-catch, fresh
f002f351-2542-4111-9f39-e043f15b3b74_d495abc3-3dd2-4fdc-93ed-e6304c3aa650.spold;disk drive production, CD/DVD, ROM, for laptop computer;GLO;disk drive, CD/DVD, ROM, for laptop computer
f004070c-672e-48bd-bc85-079efb00fc0e_155158d0-d566-487e-bfae-fff465d5dc52.spold;market for potato;GLO;potato
f005ce46-a24d-4456-8553-6ca47aa64b70_8b54f6c4-5a2c-4816-8691-7941b290407a.spold;market for glazing, triple, U<0.5 W/m2K;GLO;glazing, triple, U<0.5 W/m2K
f00c4078-cf44-4399-8a9e-86edd196057d_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;LK;inorganic potassium fertiliser, as K2O
f0132c92-ac7f-4f40-a44b-174a55c6dc57_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from NPK (26-15-15) fertiliser;RNA;inorganic nitrogen fertiliser, as N
f01432eb-ddc0-4cd5-87ba-d3603034f9cf_79347dfd-7aff-4ddf-95df-b0b21c629d4b.spold;market for o-cresol;GLO;o-cresol
f018cee9-fbf8-45f7-ab2a-4b8d8572154b_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;NO;municipal solid waste
f01917b0-85c9-4313-8356-ebc2e77b1d9a_ff002d3b-b2e9-45f0-b34e-0130ffbbcf3c.spold;polyurethane production, flexible foam, TDI-based, high density;RoW;polyurethane, flexible foam
f01e0ae8-b290-47b3-a790-8de616ee8731_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;treatment of waste paperboard, sanitary landfill;CH;waste paperboard
f01eb815-676b-4dcb-98a4-4b48c2fde173_f2c50dcd-6418-4d9e-a807-4bd5c6be89b2.spold;propyl amine production;RoW;propyl amine
f025a759-3973-487d-89ba-09be8c60e483_833ce149-4770-47bc-bff0-abfa11620608.spold;treatment of sulfidic tailings, from zinc-lead mine operation, tailings impoundment;RoW;sulfidic tailings, from zinc-lead mine operation
f02611e2-55c8-4975-bf9f-4f7265f68264_a8b337d2-72d7-4cec-a2ab-a105661011c1.spold;transport, freight, small lorry with refrigeration machine, EURO4, CO2 refrigerant, cooling to generic market;GLO;transport, freight, lorry with refrigeration machine, cooling
